Title;Link;Published;redirect;redirectLink;articleImage;articleBody
스페이스몽키디자인, 인천공항 ‘비비드 스페이스’ 몰입형 실감콘텐츠 공개 - 데일리안;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LmRhaWxpYW4uY28ua3IvbmV3cy92aWV3LzEyMzcwODjSAS1odHRwczovL20uZGFpbGlhbi5jby5rci9hbXAvbmV3cy92aWV3LzEyMzcwODg?oc=5;2023-05-24 04:04:00;;;;
경기게임문화센터, 게임 과몰입 해결 위한 업무협약 체결 - 인벤;https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LmludmVuLmNvLmtyL3dlYnppbmUvbmV3cy8_bmV3cz0yODQ5NTDSAQA?oc=5;2023-05-22 07:21:49;;;;
공무원연금공단, '23년 공무원 마음건강 캠프 개최 - 시니어매일;https://news.google.com/rss/articles/CBMiPGh0dHA6Ly93d3cuc2VuaW9ybWFlaWwuY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz00MjYxONIBAA?oc=5;2023-05-21 07:00:00;;;;
CJ올리브네트웍스, KT 지니 TV HDR10+ 전환 서비스 제공 - ZD넷 코리아;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMzA1MTgxNjIzMTPSAQA?oc=5;2023-05-18 07:00:00;;;;
파폴, 2023 여름방학 캠프 조기신청 할인 실시 - 이뉴스투데이;https://news.google.com/rss/articles/CBMiP2h0dHA6Ly93d3cuZW5ld3N0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MTY2MDQ2MtIBQmh0dHA6Ly93d3cuZW5ld3N0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89MTY2MDQ2Mg?oc=5;2023-05-10 07:00:00;;;;
민사고 2023 여름방학 리더십 영어캠프(GLPS).. 9일부터 '선착순 350명 내외' - 베리타스알파;https://news.google.com/rss/articles/CBMiO2h0dHA6Ly93d3cudmVyaXRhcy1hLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDU1OTgz0gE-aHR0cDovL3d3dy52ZXJpdGFzLWEuY29tL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz00NTU5ODM?oc=5;2023-05-08 07:00:00;;;;
영어로 진행되는 융합과학캠프 ‘초등 영어 스템 디. 캠프’ - 헤럴드경제;https://news.google.com/rss/articles/CBMiNWh0dHA6Ly9tYml6LmhlcmFsZGNvcnAuY29tL3ZpZXcucGhwP3VkPTIwMjMwNDI4MDAwNzIw0gE6aHR0cHM6Ly9tYml6LmhlcmFsZGNvcnAuY29tL2FtcC92aWV3LnBocD91ZD0yMDIzMDQyODAwMDcyMA?oc=5;2023-05-01 07:00:00;;;;
스즈메의 문단속, 과몰입하는 사람들 - 뉴시스;https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vbmV3c2lzLmNvbS92aWV3Lz9pZD1OSVNYMjAyMzA0MjRfMDAwMjI3ODUwMtIBRWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlld19hbXAuaHRtbD9hcl9pZD1OSVNYMjAyMzA0MjRfMDAwMjI3ODUwMg?oc=5;2023-04-27 07:00:00;;;;
대전교육연수원, 2023학년도 대전영어캠프(DEC) 운영 - 충청뉴스;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LmNjbm5ld3MuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTI5MjM3MtIBAA?oc=5;2023-04-21 07:00:00;;;;
교육부, 단기 집중교육 '부트캠프' 가동...반도체 취업 길 넓힌다 - 한국일보;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpbGJvLmNvbS9OZXdzL1JlYWQvQTIwMjMwNDEzMDk1MjAwMDE5NDLSAQA?oc=5;2023-04-13 07:00:00;;;;
게임연구 국제 학술단체 DiGRA, 한국 지회 출범 - ZD넷 코리아;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMzA0MTMxODE3NDDSAQA?oc=5;2023-04-13 07:00:00;;;;
청소년 넷 중 셋은 게임 이용자... 3.5%는 과몰입 우려 - 전자신문;https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3LmV0bmV3cy5jb20vMjAyMzA0MDcwMDAwOTDSAQA?oc=5;2023-04-07 07:00:00;;;;
하이코두, 교육부 '디지털 새싹 캠프'서 참여형 SW·AI 교육프로그램 운영 - 뉴스와이어;https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3Lm5ld3N3aXJlLmNvLmtyL25ld3NSZWFkLnBocD9ubz05NjQ1MDjSAQA?oc=5;2023-04-07 07:00:00;;;;
'나는 솔로' 반전의 최종 선택에 MC들 '극과 극' 반응…'엔딩 과몰입' - 한국아이닷컴;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89Njg4NDfSAT1odHRwczovL3d3dy5oYW5rb29raS5jb20vbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTY4ODQ3?oc=5;2023-04-05 07:00:00;;;;
게임문화재단, 2023 게임문화 가족캠프 참여 가족 모집 - ZD넷 코리아;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMzA0MDMxNjAzNDXSAQA?oc=5;2023-04-03 07:00:00;;;;
[인터뷰] 웅진씽크빅 “완전히 학습에 몰입할 수 있는 환경을 구축하겠다” - 조선에듀;https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZWR1LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjMvMDMvMjkvMjAyMzAzMjkwMDg3Ni5odG1s0gEA?oc=5;2023-03-29 07:00:00;;;;
게임문화재단, 국립나주병원 실무자 대상 게임과몰입 문화예술 강사 ... - 뉴스와이어;https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3Lm5ld3N3aXJlLmNvLmtyL25ld3NSZWFkLnBocD9ubz05NjQwMjTSAQA?oc=5;2023-03-29 07:00:00;;;;
[웹툰] “디지털 세상으로 떠나볼까? 디지털새싹 캠프!” - 조선에듀;https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZWR1LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjMvMDMvMjIvMjAyMzAzMjIwMTM3My5odG1s0gEA?oc=5;2023-03-22 07:00:00;;;;
'더 글로리' 박성훈, 최대 수혜자 되나…과몰입 이끈 전재준 열연 - 한국아이닷컴;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NjQyNTnSAT1odHRwczovL3d3dy5oYW5rb29raS5jb20vbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTY0MjU5?oc=5;2023-03-16 07:00:00;;;;
보다 체계적인 수의대생 동물병원 실습으로, 브이캠프 첫 발자취 - 데일리벳;https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmRhaWx5dmV0LmNvLmtyL25ld3MvY29sbGVnZS8xODIwNTfSAQA?oc=5;2023-03-08 08:00:00;;;;
"[광주 AI 홈즈] 광주AI창업캠프 1호점 가봤더니… ""핵심 키워드는 '성장 ... - AVING.net";https://news.google.com/rss/articles/CBMiOGh0dHBzOi8va3IuYXZpbmcubmV0L25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xNzc2OTU10gE7aHR0cHM6Ly9rci5hdmluZy5uZXQvbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTE3NzY5NTU?oc=5;2023-03-08 08:00:00;;;;
'일타스캔들' 강나언, 과몰입러 분노 버튼 누르는 열연 - 한국아이닷컴;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NjExMzfSAT1odHRwczovL3d3dy5oYW5rb29raS5jb20vbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTYxMTM3?oc=5;2023-03-04 08:00:00;;;;
코드스테이츠, IT 비개발직군 부트캠프 취업률 90% 육박 - DIGITAL ... - 디지털 인사이트;https://news.google.com/rss/articles/CBMi0wFodHRwczovL2RpdG9kYXkuY29tLyVFQyVCRCU5NCVFQiU5MyU5QyVFQyU4QSVBNCVFRCU4NSU4QyVFQyU5RCVCNCVFQyVCOCVBMC1pdC0lRUIlQjklODQlRUElQjAlOUMlRUIlQjAlOUMlRUMlQTclODElRUElQjUlQjAtJUVCJUI2JTgwJUVEJThBJUI4JUVDJUJBJUEwJUVEJTk0JTg0LSVFQyVCNyVBOCVFQyU5NyU4NSVFQiVBNSVBMC05MC0lRUMlOUMlQTElRUIlQjAlOTUv0gEA?oc=5;2023-02-27 08:00:00;;;;
부산교육청, '숙박·몰입형 희망사다리 영어캠프' 첫 출발 - 시장경제;https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vd3d3Lm1lY29ub215bmV3cy5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTc0OTQ20gEA?oc=5;2023-02-13 08:00:00;;;;
'안방판사' 이찬원, '하고 싶은 말 할까요' 과몰입 부른 사연 - 한국아이닷컴;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NTMxMDbSAT1odHRwczovL3d3dy5oYW5rb29raS5jb20vbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTUzMTA2?oc=5;2023-02-08 08:00:00;;;;
[포토] 남태우, '최일구' 과몰입금지 미소 - MBC뉴스;https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy9lbnRlci9hcnRpY2xlLzY0NTI0MTZfMzYxNjEuaHRtbNIBQmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy9lbnRlci9hcnRpY2xlLzY0NTI0MTZfMzYxNjIuaHRtbA?oc=5;2023-02-06 08:00:00;;;;
효성, '고객 몰입 경영'…中企와 동반성장, 전시회 동반참가 등 해외 진출 지원 - 한국경제;https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lY29ub215L2FydGljbGUvMjAyMzAyMDY2NjU2MdIBMmh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lY29ub215L2FtcC8yMDIzMDIwNjY2NTYx?oc=5;2023-02-06 08:00:00;;;;
제5회 철원군 청소년 국내 영어캠프 개최 - 강원도민일보;https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3LmthZG8ubmV0L25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xMTY2NjM00gEA?oc=5;2023-01-30 08:00:00;;;;
[김인숙 대표의 UX스토리]〈1〉경험의 시대와 아바타 - 전자신문;https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3LmV0bmV3cy5jb20vMjAyMzAxMjUwMDAxNTnSAQA?oc=5;2023-01-25 08:00:00;;;;
겨울방학 '디지털 새싹 캠프', 3만3000여명 참여... 초·중·고 학생들의 ... - 조선에듀;https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZWR1LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjMvMDEvMjAvMjAyMzAxMjAwMTM3MS5odG1s0gEA?oc=5;2023-01-20 08:00:00;;;;
"컬링으로 차별화 시도한 강원파라미타 이색 동계캠프 ""청소년포교 ... - 법보신문";https://news.google.com/rss/articles/CBMiOGh0dHA6Ly93d3cuYmVvcGJvLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzE0MTQ40gEA?oc=5;2023-01-17 08:00:00;;;;
5급 공채 수험생들, 설 연휴 잊고 '합격 담금질'에 몰입 - 법률저널;https://news.google.com/rss/articles/CBMiN2h0dHA6Ly93d3cubGVjLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz03NDE3MzDSAQA?oc=5;2023-01-16 08:00:00;;;;
충북국제교육원 남부분원, 「2023년 방학집중영어캠프」 운영 - 뉴스티앤티;https://news.google.com/rss/articles/CBMiOWh0dHA6Ly93d3cubmV3c3RudC5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTI0NzY2N9IBPGh0dHA6Ly93d3cubmV3c3RudC5jb20vbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTI0NzY2Nw?oc=5;2023-01-08 08:00:00;;;;
'디지털 새싹 캠프' 시작됐다... 한국폴리텍 다솜고교서 '국립한경대 ... - 조선에듀;https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZWR1LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjMvMDEvMDMvMjAyMzAxMDMwMTA2MC5odG1s0gEA?oc=5;2023-01-03 08:00:00;;;;
네패스 코코아팹, AI 교육 '디지털 새싹 캠프' 운영기관 선정 - ZD넷 코리아;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMjEyMTQxMDA5MzTSAQA?oc=5;2022-12-14 08:00:00;;;;
[人사이트]석윤찬 비주얼캠프 대표 “'시선' 잡으니 사업성 무궁무진” - 전자신문;https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3LmV0bmV3cy5jb20vMjAyMjExMjgwMDAxOTDSAQA?oc=5;2022-11-28 08:00:00;;;;
1월 겨울방학 MBC연합캠프, 미국서부·사이판 등 해외영어캠프 운영 - 한국경제TV;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lndvd3R2LmNvLmtyL05ld3NDZW50ZXIvTmV3cy9SZWFkP2FydGljbGVJZD1BMjAyMjExMjUwMjcy0gEA?oc=5;2022-11-25 08:00:00;;;;
엘리트 캠프 최고 실력자 가리는 5대5 게임, 경기 방식이 바뀐 이유는? - 점프볼;https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3Lmp1bXBiYWxsLmNvLmtyL25ld3MvbmV3c3ZpZXcucGhwP25jb2RlPTEwNjU1Nzk2MDEyODMzNTXSAQA?oc=5;2022-11-10 08:00:00;;;;
에듀동아 - 에듀동아;https://news.google.com/rss/articles/CBMiP2h0dHA6Ly9tLmVkdS5kb25nYS5jb20vbmV3cy92aWV3LnBocD9hdF9ubz0yMDIyMTEwMTEwNTU1NjU3NDI4ONIBAA?oc=5;2022-11-01 07:00:00;;;;
영어로 진행되는 융합과학캠프 '겨울방학 초등 영어 STEM D.Camps' - 한국강사신문;https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmxlY3R1cmVybmV3cy5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTExMDQ3MNIBAA?oc=5;2022-10-31 07:00:00;;;;
충남교육국제교육원, '영어 합숙캠프' 운영 - 중부매일;https://news.google.com/rss/articles/CBMiOWh0dHA6Ly93d3cuamJuZXdzLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MTM3MzEwNdIBPGh0dHA6Ly93d3cuamJuZXdzLmNvbS9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89MTM3MzEwNQ?oc=5;2022-10-10 07:00:00;;;;
코딩테스트 교육 스타트업 '브랜치앤바운드', 팁스 선정 - 벤처스퀘어;https://news.google.com/rss/articles/CBMiJGh0dHBzOi8vd3d3LnZlbnR1cmVzcXVhcmUubmV0Lzg2MjEzMdIBAA?oc=5;2022-08-31 07:00:00;;;;
에듀동아 - 에듀동아;https://news.google.com/rss/articles/CBMiP2h0dHA6Ly9tLmVkdS5kb25nYS5jb20vbmV3cy92aWV3LnBocD9hdF9ubz0yMDIyMDgyNjA5NTM0MDcwNzA5NdIBAA?oc=5;2022-08-26 07:00:00;;;;
에듀동아 - 에듀동아;https://news.google.com/rss/articles/CBMiP2h0dHA6Ly9tLmVkdS5kb25nYS5jb20vbmV3cy92aWV3LnBocD9hdF9ubz0yMDIyMDgxOTE1NDgwNDI4ODgxNNIBAA?oc=5;2022-08-19 07:00:00;;;;
해외 대신 한국에서…여름 '영어문화 체험' 프로그램 인기 - 뉴시스;https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlldy5odG1sP2FyX2lkPU5JU1gyMDIyMDcxNV8wMDAxOTQ1MDI40gFFaHR0cHM6Ly9tb2JpbGUubmV3c2lzLmNvbS92aWV3X2FtcC5odG1sP2FyX2lkPU5JU1gyMDIyMDcxNV8wMDAxOTQ1MDI4?oc=5;2022-07-17 07:00:00;;;;
청담어학원 수지브랜치 여름방학 영어 몰입캠프 진행 - 파이낸셜뉴스;https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmZubmV3cy5jb20vbmV3cy8yMDIyMDcxMjA5MTQ1NDkzOTXSATFodHRwczovL3d3dy5mbm5ld3MuY29tL2FtcE5ld3MvMjAyMjA3MTIwOTE0NTQ5Mzk1?oc=5;2022-07-12 07:00:00;;;;
초등돌봄, 여름방학에도 걱정 없어요~ '우리동네키움센터' - 내 손안에 서울;https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vbWVkaWFodWIuc2VvdWwuZ28ua3IvYXJjaGl2ZXMvMjAwNDk3OdIBAA?oc=5;2022-07-04 07:00:00;;;;
에듀동아 - 에듀동아;https://news.google.com/rss/articles/CBMiP2h0dHA6Ly9tLmVkdS5kb25nYS5jb20vbmV3cy92aWV3LnBocD9hdF9ubz0yMDIyMDUyNDE3MjAzNTkwMTkxMtIBAA?oc=5;2022-05-24 07:00:00;;;;
조선교육문화미디어, '몰입캠프' 참가자 모집 나서 - 조선에듀;https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZWR1LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjIvMDUvMDkvMjAyMjA1MDkwMTI4OS5odG1s0gEA?oc=5;2022-05-09 07:00:00;;;;
대구과학대, ‘독서몰입 힐링캠프’ 실시 < 대학뉴스 < 뉴스 < 기사본문 - 한국대학신문;https://news.google.com/rss/articles/CBMiNmh0dHA6Ly9uZXdzLnVubi5uZXQvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTUxNDQ5MtIBAA?oc=5;2021-08-25 07:00:00;;;;
빈손으로 창업한 ‘신인류 재벌’들이 몰려온다[최영해의 폴리코노미] - 동아일보;https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0Vjb25vbXkvYXJ0aWNsZS9hbGwvMjAyMTA1MTYvMTA2OTU4ODM3LzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjEwNTE2LzEwNjk1ODgzNy8x?oc=5;2021-05-16 07:00:00;;;;
학과, 전공 자유롭게 만들어야 '신산업 인재' 키울 수 있다 - 한국일보;https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vbS5oYW5rb29raWxiby5jb20vTmV3cy9SZWFkL0EyMDIxMDMyMzAwMzEwMDAxMTc50gEA?oc=5;2021-03-24 07:00:00;;;;
"[스타트UP] ""주100시간 '스파르타식' 몰입 교육으로 정예 개발자 양성"" - 뉴스1 - 뉴스1";https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3Lm5ld3MxLmtyL2FydGljbGVzLz80MDkxNzk20gEqaHR0cHM6Ly93d3cubmV3czEua3IvYW1wL2FydGljbGVzLz80MDkxNzk2?oc=5;2020-10-26 07:00:00;;;;
인천재능대, 'JEIU 하계방학 스스로학습형 영어몰입캠프' 성료...토익점수 평균 128점 향상 - 에듀인뉴스;https://news.google.com/rss/articles/CBMiPGh0dHA6Ly93d3cuZWR1aW5uZXdzLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0zMjUxONIBP2h0dHA6Ly93d3cuZWR1aW5uZXdzLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0zMjUxOA?oc=5;2020-08-12 07:00:00;;;;
'집콕 공부'도 모여서 한다… 화상 강의실 활용하니 집중력 쑥 - 조선에듀;https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZWR1LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjAvMDUvMjUvMjAyMDA1MjUwMDUwMi5odG1s0gEA?oc=5;2020-05-25 07:00:00;;;;
[알립니다] 황농문 서울대 교수와 함께하는 겨울방학 몰입캠프 모집 - 조선일보;https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMTkvMTIvMTUvMjAxOTEyMTUwMDgwMy5odG1s0gFWaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9zaXRlL2RhdGEvaHRtbF9kaXIvMjAxOS8xMi8xNS8yMDE5MTIxNTAwODAzLmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5;2019-12-16 08:00:00;;;;
